id,name
20037,RateMyServer.Net
620,Orange Juice
917,Talon
1702,Bow
4308,Tri Joint Card
519,Milk
941,Nose Ring
1101,Sword
2301,Cotton Shirt
2125,Strong Shield
4101,Sandman Card
1005,Hammer of Blacksmith
10007,Silk Ribbon
1713,Arbalest  / Arbalest Bow
2302,Cotton Shirt
946,Snail's Shell
7030,Claw of Desert Wolf
630,Dew Laden Moss
625,Rusty Iron
736,China
7150,Piece of Bamboo
7149,Yellow Plate
13304,Huuma Calm Mind
7151,Oil Paper
1915,Loner's Guitar
4287,Kapha Card
13012,Murasame
740,Puppet
13008,Jitte
952,Cactus Needle
1028,Mane
7010,Tail of Steel Scorpion
7322,Toxic Gas
1066,Fine-grained Trunk
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
959,Stinky Scale
4200,Megalith Card
1043,Orc Claw
20013,RateMyServer.Net
4252,Alligator Card
704,Aloe
4078,Savage Card
961,Conch
965,Clam Shell
960,Nipper
964,Crab Shell
966,Clam Flesh
7049,Stone
7049,Stone
7049,Stone
4153,Crab Card
7049,Stone
1052,Single Cell
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
4247,Aster Card
7049,Stone
7049,Stone
1239,Poison Knife
7115,Harpy Feather
7116,Harpy Talon
4273,Shell Fish Card
707,Singing Plant
1559,Legacy of Dragon
7065,Sea-Otter Fur  / Sea-otter Fur
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
7049,Stone
2248,Western Grace
2215,Flower Band
533,Grape Juice
4293,Cookie Card
1413,Gungnir
1458,Partizan
7296,Pyroxene
0,RateMyServer.Net
1128,Haedonggum
1710,Crossbow  / Cross Bow
4290,Cat O' Nine Tails Card
4063,Caramel Card
1208,Main Gauche
4285,Choco Card
4095,Marse Card
2273,Doctor Band
2220,Hat
2280,Sakkat
7101,Peco Peco Feather  / PecoPeco Feather
2292,Welding Mask
4156,Goblin Steamrider Card
639,Armlet of Obedience
4303,Giant Whisper Card
1131,Ice Falchion
1556,Book of Gust of Wind
4016,Thief Bug Card
2316,Full Plate
5005,Gas Mask
13015,Hakujin
2210,Hair Band
4319,Freezer Card
1140,Byeollungum
2507,Ancient Cape
2109,Memory Book
1231,Bazerald
2324,Scapulare
5065,Blue Fish
1137,Excalibur
7018,Young Twig
4251,Elder Card
2263,Zorro Masque
12008,Fire Arrow Quiver
15,RateMyServer.Net
1157,Two-Handed Sword  / Two-handed Sword
4065,Kaho Card
4002,Fabre Card
12114,Elemental Converter  / Elemental Converter: Fire
37276,RateMyServer.Net
60267,RateMyServer.Net
22341,RateMyServer.Net
45617,RateMyServer.Net
5062,Straw Hat
4046,Martin Card
1119,Tsurugi
16000,Erde
30786,RateMyServer.Net
1,RateMyServer.Net
3153,RateMyServer.Net
38863,RateMyServer.Net
1154,Bastard Sword
1107,Blade
1511,Flail
12115,Elemental Converter  / Elemental Converter: Water
4116,Isis Card
1148,Star Dust Blade
2357,Valkyrian Armor
1122,Ring Pommel Saber
1024,Squid Ink
623,Earthworm the Dude
2211,Bandana
1104,Falchion
20012,RateMyServer.Net
7190,Solid Husk
7202,Pincher of Beetle
4173,Demon Pungus Card  / Demon Fungus Card
748,Witherless Rose
1024,Squid Ink
961,Conch
925,Bill of Birds
1770,Iron Arrow
733,Cracked Diamond
0,RateMyServer.Net
4095,Marse Card
5005,Gas Mask
1407,Pike
1458,Partizan
1128,Haedonggum
1710,Crossbow  / Cross Bow
1131,Ice Falchion
1228,Combat Knife
2218,Flu Mask
1058,Moth Wings
4056,Dustiness Card
1639,Novice Rod4290,Cat O' Nine Tails Card
1208,Main Gauche
4063,Caramel Card
4228,Sleeper Card
4285,Choco Card
2220,Hat
2292,Welding Mask
2280,Sakkat
0,RateMyServer.Net
